,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit
609,"OKAGA, CA ","Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.458,0.64,3QZY1nrt8MKrlnotFwRwcm,-4.515,0.0419,0.00197,145.94,2,0.03,"Let's just run away from here  Working out on Earth, my dear  What you really want girl My heart stops pumping blood, when I see you  But I try to play it cool because   Girl, you're so special To me, to me Let's move to California Right now  I have wings on my back, so we don't  Girl, I know you ready, I can see it in your eyes  Nobody has to know and if they did, they wouldn't care  Forget about it baby, let's not waste our afternoon  Cause we're gonna go fly to the moon  Yeah, but anyway  Leave your crew, bring your coat, cause it's cold   Girl, you're so special To me, to me  I think I believe you  It's nice that I need to The earth is so rough I'm not calling your bluff What, what, what  ...  *******  ******* ",0,0.0782,0.205,4,397384,0
610,DEATHCAMP - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.608,0.537,4rD9WSFNt2LbhVcqZqa5rp,-6.686,0.289,0.0241,204.084,10,0.506,,0,0.112,0.563,4,192560,0
611,BUFFALO - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.496,0.606,3mWdvkm8RbMr1d5Q2Jk4N5,-5.148,0.0358,0.00235,168.345,2,0.607,,0,0.069,0.191,4,160173,0
612,PILOT - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.648,0.821,3qNiRhFYfEbuvWvzQQ5p7d,-2.32,0.0301,5.77E-05,109.995,8,0.747,,0,0.0647,0.526,4,209787,0
613,RUN - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.592,0.846,0JUwpmBTwaXjdMTCnI5eNX,-6.561,0.0417,0.00224,145.925,11,0.0411,,0,0.422,0.504,4,70413,0
614,FIND YOUR WINGS - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.62,0.328,3xLUgT2u1LGSFAI1hFSNJz,-9.564,0.0265,0.204,75.026,9,0.542,,0,0.0941,0.204,4,180613,0
615,CHERRY BOMB - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.742,0.861,5Sp0Qp4cmT5XXeJXfnrDAm,-2.671,0.0425,0.00194,133.897,7,0.837,,0,0.44,0.226,4,269853,0
616,BLOW MY LOAD - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.395,0.628,2J1ix1qlk9WjgQzV5gSpO7,-7.22,0.047,0.000154,74.114,1,0.0829,,0,0.296,0.213,4,176440,0
617,2SEATER - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.403,0.563,2svpV0Ja1LtGq6eE7Pysu9,-9.597,0.212,0.269,80.686,10,0.032,,0,0.442,0.145,3,410053,0
618,THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12  - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.467,0.79,3MNMl544W55Fphu1do513b,-8.056,0.25,0.00061,162.267,1,0.282,,0,0.113,0.0882,3,278240,0
619,FUCKING YOUNG / PERFECT - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.286,0.531,26jiz9ZZTRxYb0nnuWKyO0,-6.889,0.0327,0.0113,74.026,5,0.765,,0,0.114,0.105,4,401667,0
620,SMUCKERS - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.427,0.634,4x9qXC1n1x3v7tg4VD6xep,-4.972,0.0532,0.00632,151.412,7,0.916,,0,0.114,0.231,4,338173,0
621,KEEP DA O'S - Instrumental,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.559,0.435,7Il5uRy0f42P1hXMIfa6iG,-9.91,0.0355,0.00776,139.948,6,0.733,,0,0.0614,0.108,3,250707,0
622,"OKAGA, CA - Instrumental","Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.579,0.533,0wt8YgYZVAIi8OpVTB7PZ7,-5.495,0.0302,0.000694,145.966,2,0.877,,0,0.0653,0.152,4,396853,0
623,I Hate Everything,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.562,0.819,4O0DZk0LosUXjGXISVZ7KJ,-5.787,0.0315,0.000779,128.965,4,0,"People havin' fun, but I ain't havin' none I hate everyone Dancin' 'round, all your music's stupid Now I'm getting in your head You bother me, I hate your style Making you frown is making me smile I got a cloud hanging over my head And it wishes you were dead And I don't care 'Cause I'm not scared And I don't care I hate everything, I don't like nothin' at all And I don't wanna build bridges I would rather watch them fall You're such a beautiful girl, But I can't stand the sight of you You beat me up ...  *******  ******* ",18,0.659,0.407,4,209547,0
624,Drinkin' Tonight,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.724,0.67,2uIHbGPZtzNwHbj20lc1ZD,-4.686,0.0419,0.036,149.92,0,0,"Drinkin' tonight We're gonna go drinkin' tonight Girl, don't get me wrong I like how we're movin' along And I love everything you're doin' for me But you'll be the one that got away 'Cause you're always the first to say How you don't like stupid games But you're always the first to play Stop wastin' my time I'm not guilty of a crime I'm goin' downtown to lose my mind tonight  Drinkin' tonight We're gonna go drinkin' tonight ...  *******  ******* ",41,0.121,0.905,4,185893,0
625,Careless Whisper,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.69,0.722,2jgNMF4JYTS8dodci5JHd5,-4.942,0.0321,0.0281,77.009,2,1.22E-06,And waste a chance that I've been given* So I'm never gonna dance again The way I danced with you-u-u  Time can never mend the careless whispers of a good friend To the heart and mind ignorance is kind There's no comfort in the truth Pain is all you find  I'm never gonna dance again Guilty feet have got no rhythm Though its easy to pretend I know you're not a fool ...  *******  ******* ,40,0.337,0.786,4,290667,0
626,The Way That I Like It,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.823,0.761,4Cb85RX7D32v86lHZNFKCt,-4.961,0.0323,0.00159,137.996,7,1.77E-06,There's nothing I can do She keeps on looking back at you Cuz she's way too fine for me That's what she thinks But I don't care There's nothing I can say to make her come my way You know I'd say anything after a couple of drinks Cause I don't care Cause that's the way that I like Cause that's the way that I like it Cause that's the way that I like it Cause that's the way that I like it We can both drink and chop a lot of cigarettes ...  *******  ******* ,26,0.0827,0.898,4,205707,0
627,Free,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.675,0.671,6ioBItdMSAiGvvhvUdu4XP,-5.769,0.0239,0.0351,94.998,1,0,Things don't have to fall apart They've just begun to start Why would you bring me down? I wish it wasn't hard to say all the right things I wish you had your wings Would you come back to me If I set you free? Maybe if I had more money I bet that you would love me more Maybe if my jokes were funny You wouldn't think I'm such a bore What about when rain comes pouring down Would you stay and ride out the storm? Things don't have to fall apart ...  *******  ******* ,18,0.177,0.556,4,187280,0
628,I'm Gonna Do,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.593,0.806,1R2lmvhHpmD7gvV3pl2a6a,-4.834,0.031,0.00465,99.898,9,0,I can tell by the way you look at me I'm not what you want me to be I wish that I could act like someone else But all I got is me and myself And I can handle the commentary So if you're gonna judge me today Then that's ok Go ahead and do what you're gonna do I'm gonna do what I'm gonna do ...  *******  ******* ,14,0.265,0.456,4,206760,0
629,I'm Leavin',The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.455,0.724,3DuGkD1YuLYoh2mJ2xbkoI,-4.323,0.037,0.00522,174.91,5,3.18E-06,"Hey, baby, If you think I'm gonna stay, Why you treat me this way? You're crazy. So don't act like I won't leave, I'd rather move out on the street, You're gonna lose.  I tried to have a conversation, But you don't wanna talk, About the things I try to do, And all the things you try to stop. It's not my fault that we just can't see eye to eye. Because we both don't live the same, my friend, And you don't wanna try.  My wheels are spinning, You've got both feet on the break. And I don't know how much more that I can take.  So. I think I'm leavin', for a while. Cause it'll make me smile.  Hey, baby, If you think I'm gonna stay, Why you treat me this way? You're crazy. So don't act like I won't leave, I'd rather move out on the street, You're gonna lose. You'll be the one to pay. ...  *******  ******* ",24,0.297,0.717,4,217187,0
630,Fundamentalists,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.645,0.736,4Ny2rWObOmqpXi8be7SDqH,-3.973,0.0467,0.0505,72.972,11,2.34E-06,"The fundamentalists have all Got me wrong because my hairs too long For their likeness So, your highness How long? Too long. Lets focus on our similarities not our differences Lets tear it all down instead of throwing up defenses. Oh, the humanity, Ignorant and Senseless, General Consensus, That leaves me defenseless  As we all watch the problem grow ...  *******  ******* ",20,0.0889,0.831,4,181787,0
631,Stuck In The Middle,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.714,0.83,0xrGdHFH3ipB3uwF3UPUII,-4.294,0.0304,0.00559,110,2,0,,19,0.0609,0.723,4,219253,0
632,The Bottom Of The World,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.492,0.717,2HVAtYVuOTN3DjjrcaSQ2c,-4.883,0.0813,0.00417,73.209,9,0,"It came in waves, and lasted for days Somebody pulled me out of the flames I finally made it to the water So I dove in head first in to the shallow wind I fear I'm drowning swimming around in sin and surrounded by upside down grins  And empty houses it appears that the sun has set On a world full of regret  When it feels like all is gone Everything is wrong You're at the bottom of the world When it feels like there's no one there And nowhere left to go You've hit the bottom of the world  ...  *******  ******* ",20,0.093,0.755,4,205453,0
633,Puddles,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.713,0.792,5DVFwxsv4MInQxz23Ass1g,-4.66,0.0407,0.051,91.998,9,0,Don't Cry Baby keep your head up I know that things are bad But they could only get better Just try I know that you're fed up Dry your cheeks on me you look better with a smile anyway And when this world starts brining ya down Just call on me And I'll be around When it's cold or when it rains You just gotta call my name  Or maybe just to cuddle I see you cryin puddles Just call on me and I'll show at your door woah woah woahh Just breathe we'll get through this together ...  *******  ******* ,20,0.197,0.753,4,148627,0
634,Without You,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.655,0.619,1KOOL9nYh0PHGozGmrXAUb,-5.271,0.0394,0.051,74.95,5,0,It's important that you call Because I need to know that you're okay The most important thing off all I need your love to get me through today I don't want to know how bad it feels to be without you I don't wanna know how long I last without you I don't wanna see into the future without you I don't wanna roam this lonely world without you All this time when you're not around It reminds me that I'm alone ...  *******  ******* ,18,0.335,0.757,4,195987,0
635,Don't Be Afraid,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.609,0.752,0I8BPiee7UgQYh1bVvSKy9,-4.525,0.0275,0.01,83.965,9,0,,21,0.0988,0.588,4,212440,0
636,Postcards From Paradise,The Supervillains,41,"['modern ska punk', 'reggae rock', 'ska', 'ska punk']",18216,0.544,0.861,2aliRxRn3vAd9Hv7zJJBgk,-4.315,0.0332,0.00102,120.023,7,0,,14,0.227,0.664,4,174227,0
637,A New Day For Love,Neil Young,71,"['album rock', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",1136820,0.397,0.567,0WOi67WLZUFrxhwvnJqvVf,-8.177,0.0268,0.184,81.449,7,0.000642,It's a new day for the planet It's a new day for the sun To shine down on what we're doin' It's a new day for love  It's a bad day to do nothin' With so many people needin' our help To keep their lands away from the greedy Who only plunder for themselves  ...  *******  ******* ,38,0.228,0.487,4,352760,0
638,Wolf Moon,Neil Young,71,"['album rock', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",1136820,0.532,0.243,0ZTdFYizgPlzFRiaEqXH98,-13.529,0.0383,0.472,107.84,7,0.000149,Wolf moon thank you for rising Big sky I'm grateful for your parting clouds I know some hearts were broken Big crows still flying in your sky Herds of elk roam upon your meadows And your eagle soars across my eyes While you withstand the thoughtless plundering ...  *******  ******* ,20,0.104,0.259,4,232573,0
639,People Want To Hear About Love,Neil Young,71,"['album rock', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",1136820,0.352,0.688,7Cgqb4BR32eXz6q0iDzA6t,-8.466,0.0274,0.224,130.277,0,8.59E-06,"People want to hear songs of love People want to hear about love  Don't talk about the Chevron millions going to the pipeline politicians People want to hear about love  Don't talk about the beautiful fish in the deep blue sea, dyin' People want to hear about love  People want to hear about love now If it will make them feel all right  People want to hear about love People want to hear People want to hear about love  ...  *******  ******* ",19,0.151,0.584,4,380360,0
